Destination_Name,Country,City,Destination_Type,Starting_Point,Distance_km,Travel_Mode,Flight_Transport_Cost_USD,Travel_Duration_Hours,Accommodation_Options,Accommodation_Cost_Per_Night_USD,Recommended_Stay_Days,Top_Attractions,Activity_Cost_USD,Activity_Duration_Hours,Food_Options,Food_Cost_Per_Day_USD,Visa_Required,Visa_Cost_USD,Miscellaneous_Cost_USD,Best_Season,Peak_Season_Cost_Multiplier,Local_Currency,Exchange_Rate_to_USD
Blue Mountains,Australia,Katoomba,Nature,Dhaka,9200,Flight,880,14,"Budget Hotel,Luxury Hotel",110,7,"Three Sisters,Jenolan Caves",40,4,"Café,Fine Dining",40,TRUE,100,60,September-November,1.5,AUD,0.72
Ganges River,India,Haridwar,Nature,Dhaka,2100,Flight,300,6,"Guesthouse,Mid-Range Hotel",40,5,"Har Ki Pauri,Ghats",20,3,"Street Food,Restaurant",15,TRUE,40,30,November-March,1.4,INR,0.013
Montserrat,Spain,Montserrat,Nature,Dhaka,8500,Flight,850,12,"Budget Hotel,Luxury Hotel",100,7,"Montserrat Monastery,Cable Car",40,4,"Café,Fine Dining",35,TRUE,80,50,April-October,1.5,EUR,1.08
Kerala Backwaters,India,Alleppey,Nature,Dhaka,2500,Flight,350,7,"Budget Hotel,Resort",60,7,"Houseboats,Munnar",30,3,"Street Food,Restaurant",20,TRUE,30,30,June-September,1.6,INR,0.013
Swiss Alps,Switzerland,Zermatt,Nature,Dhaka,8000,Flight,850,12,"Budget Hotel,Luxury Hotel",130,7,"Matterhorn,Jungfrau",50,5,"Café,Fine Dining",40,TRUE,90,60,June-September,1.5,CHF,0.92
Dead Sea,Jordan,Ein Bokek,Nature,Dhaka,4500,Flight,700,8,"Budget Hotel,Luxury Hotel",90,5,"Salt Floatation,Mud Baths",30,3,"Street Food,Restaurant",30,TRUE,70,50,November-March,1.5,JOD,0.71
Tongariro,New Zealand,Tongariro,Nature,Dhaka,11000,Flight,1100,16,"Guesthouse,Tourist Lodge",100,7,"Volcanic Trek,Emerald Lakes",50,5,"Street Food,Restaurant",35,TRUE,110,70,June-September,1.6,NZD,0.7
Phong Nha,Vietnam,Phong Nha,Nature,Dhaka,2600,Flight,300,6,"Guesthouse,Mid-Range Hotel",50,5,"Ke Bang Caves,Paradise Cave",25,3,"Street Food,Restaurant",15,TRUE,40,30,February-April,1.3,VND,4.30E-05
Azores,Portugal,Ponta Delgada,Nature,Dhaka,8500,Flight,900,13,"Budget Hotel,Luxury Hotel",100,7,"Sete Cidades,Furnas",40,4,"Café,Fine Dining",35,TRUE,80,50,April-October,1.4,EUR,1.08
Kailasa Temple,India,Ellora,Historical,Dhaka,2300,Flight,300,6,"Budget Hotel,Luxury Hotel",60,5,"Ellora Caves,Ajanta",20,3,"Street Food,Restaurant",20,TRUE,40,30,November-March,1.4,INR,0.013
Hazaribagh,Bangladesh,Hazaribagh,City,Dhaka,150,Bus,25,4,"Guesthouse,Mid-Range Hotel",30,3,"Hazaribagh Lake,Forest Trails",10,2,"Street Food,Restaurant",12,FALSE,0,15,November-February,1.3,BDT,0.0091
Sunamganj,Bangladesh,Sunamganj,Nature,Dhaka,300,Bus,30,6,"Guesthouse,Mid-Range Hotel",25,3,"Haor Wetlands,Bird Watching",10,2,"Street Food,Restaurant",10,FALSE,0,15,December-March,1.3,BDT,0.0091
Lalbagh,Bangladesh,Dhaka,Historical,Dhaka,10,Bus,10,1,"Budget Hotel,Luxury Hotel",50,3,"Lalbagh Fort,Ahsan Manzil",20,2,"Street Food,Fine Dining",20,FALSE,0,20,Year-Round,1,BDT,0.0091
Panchagarh,Bangladesh,Panchagarh,Nature,Dhaka,600,Bus,40,9,"Guesthouse,Mid-Range Hotel",25,3,"Tetulia Hills,Rocky Terrain",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Nijhum Dwip,Bangladesh,Noakhali,Beach,Dhaka,400,Boat,40,8,"Guesthouse,Tourist Lodge",20,2,"Silent Island,Beach",10,3,"Street Food,Restaurant",8,FALSE,0,10,December-March,1.4,BDT,0.0091
Tanguar Haor,Bangladesh,Sunamganj,Nature,Dhaka,350,Bus,35,7,"Guesthouse,Mid-Range Hotel",25,3,"Wetland Ecosystem,Fishing Villages",15,3,"Street Food,Restaurant",10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kaptipara,Bangladesh,Kaptipara,Nature,Dhaka,200,Bus,30,5,"Guesthouse,Tourist Lodge",20,2,"Kaptipara Falls,Nature Trails",10,2,"Street Food,Restaurant",10,FALSE,0,10,November-March,1.3,BDT,0.0091
Banff National Park,Canada,Banff,Nature,Dhaka,13000,Flight,1300,20,"Budget Hotel,Luxury Hotel",200,10,"Banff National Park,Lake Louise",70,6,"Street Food,Restaurant",70,TRUE,130,110,June-September,1.7,CAD,0.78
Tajikistan Highlands,Tajikistan,Dushanbe,City/Nature,Dhaka,5000,Flight,600,11,"Guesthouse,Mid-Range Hotel",70,5,"Pamir Highway,Iskanderkul Lake",25,3,"Street Food,Restaurant",20,TRUE,60,50,June-September,1.4,TJS,0.1
Gulmarg,India,Gulmarg,Nature,Dhaka,2300,Flight,350,6,"Guesthouse,Luxury Hotel",50,5,"Gondola Ride,Skiing",30,3,"Street Food,Restaurant",15,TRUE,40,30,December-March,1.4,INR,0.013
Kanyakumari,India,Kanyakumari,Beach,Dhaka,2800,Flight,400,7,"Budget Hotel,Resort",60,7,"Sunrise Point,Thirparappu Falls",20,3,"Street Food,Restaurant",20,TRUE,30,25,November-February,1.5,INR,0.013
Khao Sok,Thailand,Khao Sok,Nature,Dhaka,3200,Flight,350,7,"Guesthouse,Tourist Lodge",50,5,"Khao Sok Lake,Elephant Hills",25,3,"Street Food,Restaurant",20,TRUE,50,30,November-February,1.3,THB,0.03
Gjirokastër,Albania,Gjirokastër,City/Historical,Dhaka,6800,Flight,700,10,"Budget Hotel,Luxury Hotel",80,5,"Old Bazaar,Gjirokastër Castle",25,2,"Street Food,Restaurant",25,TRUE,60,40,April-October,1.4,ALL,0.011
Rotorua,New Zealand,Rotorua,Nature,Dhaka,11500,Flight,1100,17,"Budget Hotel,Luxury Hotel",120,7,"Geysers,Māori Village",40,4,"Café,Fine Dining",40,TRUE,120,80,December-February,1.6,NZD,0.7
Svalbard,Norway,Longyearbyen,Nature,Dhaka,10000,Flight,1000,15,"Budget Hotel,Luxury Hotel",150,10,"Polar Bears,Arctic Wilderness",60,5,"Café,Fine Dining",50,TRUE,100,100,June-August,1.5,NOK,0.1
Dolomites,Italy,Cortina d’Ampezzo,Nature,Dhaka,7400,Flight,750,11,"Budget Hotel,Luxury Hotel",110,7,"Tre Cime,Ski Resorts",40,4,"Café,Fine Dining",35,TRUE,80,50,June-September,1.5,EUR,1.08
Kotor,Montenegro,Kotor,City/Historical,Dhaka,6900,Flight,700,10,"Budget Hotel,Luxury Hotel",90,5,"Kotor Bay,Old Town",25,3,"Street Food,Restaurant",25,TRUE,70,40,April-October,1.4,EUR,1.08
Palawan,Philippines,El Nido,Beach,Dhaka,4200,Flight,450,9,"Budget Hotel,Resort",70,7,"El Nido Beaches,Secret Lagoon",30,3,"Street Food,Restaurant",25,TRUE,70,40,November-March,1.4,PHP,0.02
Sintra,Portugal,Sintra,City/Historical,Dhaka,8600,Flight,850,12,"Budget Hotel,Luxury Hotel",100,7,"Pena Palace,Moorish Castle",35,3,"Café,Fine Dining",30,TRUE,80,50,April-October,1.4,EUR,1.08
Fes,Morocco,Fes,City/Historical,Dhaka,7100,Flight,700,10,"Budget Hotel,Luxury Hotel",90,7,"Medina,Tanneries",30,3,"Street Food,Restaurant",30,TRUE,80,50,March-May,1.5,MAD,0.11
Jiufen,Taiwan,Jiufen,City,Dhaka,4800,Flight,500,9,"Budget Hotel,Mid-Range Hotel",60,4,"Old Street,Teahouses",20,2,"Street Food,Restaurant",20,TRUE,50,30,April-October,1.3,TWD,0.033
Huế,Vietnam,Huế,City/Historical,Dhaka,2700,Flight,300,6,"Budget Hotel,Luxury Hotel",50,5,"Imperial City,Purple Citadel",20,2,"Street Food,Restaurant",20,TRUE,40,30,November-March,1.4,VND,4.30E-05
Isle of Skye,UK,Portree,Nature,Dhaka,8200,Flight,800,12,"Budget Hotel,Luxury Hotel",100,7,"Fairy Pools,Old Man of Storr",30,4,"Café,Fine Dining",30,TRUE,90,50,April-September,1.4,GBP,1.25
Mostar,Bosnia and Herzegovina,Mostar,City/Historical,Dhaka,6700,Flight,650,10,"Budget Hotel,Luxury Hotel",80,5,"Stari Most,Neretva River",25,3,"Street Food,Restaurant",25,TRUE,60,40,April-October,1.4,BAM,0.58
Lake Como,Italy,Como,Nature,Dhaka,7600,Flight,750,11,"Budget Hotel,Luxury Hotel",100,7,"Bellagio,Villa Carlotta",35,3,"Café,Fine Dining",35,TRUE,80,50,April-October,1.4,EUR,1.08
Samui,Thailand,Ko Samui,Beach,Dhaka,3100,Flight,350,7,"Budget Hotel,Resort",60,5,"Chaweng Beach,Big Buddha",25,2,"Street Food,Restaurant",25,TRUE,50,40,November-February,1.3,THB,0.03
Ranthambore,India,Sawai Madhopur,Nature,Dhaka,2400,Flight,350,6,"Budget Hotel,Luxury Hotel",60,5,"Tiger Safari,Ranthambore Fort",25,4,"Street Food,Restaurant",20,TRUE,40,30,November-March,1.4,INR,0.013
Ohrid,North Macedonia,Ohrid,City/Historical,Dhaka,6200,Flight,600,9,"Budget Hotel,Luxury Hotel",80,5,"Lake Ohrid,St. Naum",25,2,"Street Food,Restaurant",25,TRUE,60,40,April-October,1.4,MKD,0.019
Gyeongju,South Korea,Gyeongju,City/Historical,Dhaka,4700,Flight,450,9,"Budget Hotel,Mid-Range Hotel",70,5,"Bulguksa Temple,Seokguram",25,3,"Street Food,Restaurant",25,TRUE,50,30,April-June,1.3,KRW,0.00085
Dominica,Dominica,Roseau,Nature,Dhaka,12000,Flight,1200,18,"Budget Hotel,Luxury Hotel",100,7,"Boiling Lake,Trafalgar Falls",40,4,"Street Food,Restaurant",30,TRUE,100,60,November-March,1.5,XCD,0.37
Sossusvlei,Namibia,Sossusvlei,Nature,Dhaka,10000,Flight,1000,15,"Guesthouse,Tourist Lodge",90,7,"Namib Desert,Dune 45",50,5,"Street Food,Restaurant",30,TRUE,100,60,June-September,1.6,NAD,0.06
Triglav,Slovenia,Bled,Nature,Dhaka,7900,Flight,800,12,"Budget Hotel,Luxury Hotel",90,5,"Triglav Peak,Lake Bled",30,4,"Café,Fine Dining",30,TRUE,80,50,June-September,1.5,EUR,1.08
Chittorgarh,India,Chittorgarh,City/Historical,Dhaka,2400,Flight,300,6,"Budget Hotel,Luxury Hotel",60,5,"Chittorgarh Fort,Vijay Stambh",25,3,"Street Food,Restaurant",20,TRUE,40,30,November-March,1.4,INR,0.013
Langtang,Nepal,Langtang,Nature,Dhaka,1600,Flight,200,5,"Guesthouse,Mid-Range Hotel",40,5,"Langtang Valley,Kyanjin Gompa",20,4,"Street Food,Restaurant",15,TRUE,20,20,March-May,1.4,NPR,0.0088
Tartu,Estonia,Tartu,City,Dhaka,8600,Flight,850,13,"Budget Hotel,Luxury Hotel",90,5,"Old Town,University of Tartu",25,2,"Street Food,Restaurant",25,TRUE,80,40,April-October,1.4,EUR,1.08
Safranbolu,Turkey,Safranbolu,City/Historical,Dhaka,5100,Flight,600,10,"Budget Hotel,Luxury Hotel",80,5,"Ottoman Houses,Hammam",25,3,"Street Food,Restaurant",25,TRUE,70,40,March-May,1.4,TRY,0.12
Taveuni,Fiji,Taveuni,Beach,Dhaka,11000,Flight,1100,16,"Budget Hotel,Resort",80,7,"Somosomo Strait,Dive Sites",30,3,"Street Food,Restaurant",25,TRUE,120,50,April-October,1.5,FJD,0.48
Kashan,Iran,Kashan,City/Historical,Dhaka,4900,Flight,700,11,"Budget Hotel,Luxury Hotel",90,7,"Tabatabaei House,Finn Garden",30,4,"Street Food,Restaurant",30,TRUE,70,50,March-May,1.5,IRR,2.40E-05
Baños,Ecuador,Baños,Nature,Dhaka,10000,Flight,1000,15,"Guesthouse,Tourist Lodge",70,5,"Hot Springs,Pailón del Diablo",30,4,"Street Food,Restaurant",25,TRUE,100,60,November-March,1.5,USD,1
Vang Vieng,Laos,Vang Vieng,Nature,Dhaka,3800,Flight,400,8,"Guesthouse,Mid-Range Hotel",50,5,"Tubing,Blue Lagoon",15,2,"Street Food,Restaurant",15,TRUE,40,25,November-March,1.4,LAK,0.00012
Sighișoara,Romania,Sighișoara,City/Historical,Dhaka,7100,Flight,700,10,"Budget Hotel,Luxury Hotel",80,5,"Dracula’s Castle,Clock Tower",25,2,"Street Food,Restaurant",25,TRUE,70,40,April-October,1.4,RON,0.23
Cox's Hill,Bangladesh,Cox's Hill,Nature,Dhaka,550,Bus,40,8,"Guesthouse,Mid-Range Hotel",25,3,"Hill Views,Nature Trails",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Narsingdi,Bangladesh,Narsingdi,City,Dhaka,100,Bus,25,3,"Budget Hotel,Mid-Range Hotel",30,3,"Textile Market,Sadarghat",10,2,"Street Food,Restaurant",12,FALSE,0,15,Year-Round,1.2,BDT,0.0091
Feni,Bangladesh,Feni,City,Dhaka,200,Bus,30,4,"Budget Hotel,Mid-Range Hotel",25,3,"Feni River,Local Markets",10,2,"Street Food,Restaurant",10,FALSE,0,10,November-February,1.3,BDT,0.0091
Brahmanbaria,Bangladesh,Brahmanbaria,City,Dhaka,150,Bus,25,3,"Guesthouse,Mid-Range Hotel",25,3,"Kachari Ruins,Shrine",10,2,"Street Food,Restaurant",10,FALSE,0,10,Year-Round,1.2,BDT,0.0091
Tangail,Bangladesh,Tangail,City,Dhaka,120,Bus,20,3,"Budget Hotel,Mid-Range Hotel",30,3,"Mirzapur Bridge,Weaving Villages",10,2,"Street Food,Restaurant",12,FALSE,0,15,Year-Round,1.2,BDT,0.0091
Jessore,Bangladesh,Jessore,City,Dhaka,250,Bus,35,5,"Budget Hotel,Mid-Range Hotel",30,3,"Khan Jahan Ali Shrine,Fish Markets",15,2,"Street Food,Restaurant",12,FALSE,0,15,November-February,1.3,BDT,0.0091
Narail,Bangladesh,Narail,City,Dhaka,200,Bus,30,4,"Guesthouse,Mid-Range Hotel",25,3,"Narail Palace,Gopalganj",10,2,"Street Food,Restaurant",10,FALSE,0,10,Year-Round,1.2,BDT,0.0091
Satkhira,Bangladesh,Satkhira,Nature,Dhaka,300,Bus,35,6,"Guesthouse,Mid-Range Hotel",25,3,"Mangrove Forests,Salt Fields",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Magura,Bangladesh,Magura,City,Dhaka,180,Bus,25,4,"Guesthouse,Mid-Range Hotel",25,3,"Magura Hills,Local Culture",10,2,"Street Food,Restaurant",10,FALSE,0,10,Year-Round,1.2,BDT,0.0091
Chuadanga,Bangladesh,Chuadanga,City,Dhaka,280,Bus,35,5,"Budget Hotel,Mid-Range Hotel",30,3,"Chuadanga Fort,Farms",10,2,"Street Food,Restaurant",12,FALSE,0,15,November-February,1.3,BDT,0.0091
Meherpur,Bangladesh,Meherpur,City,Dhaka,300,Bus,30,6,"Guesthouse,Mid-Range Hotel",25,3,"Meherpur Museum,Local Life",10,2,"Street Food,Restaurant",10,FALSE,0,10,Year-Round,1.2,BDT,0.0091
Kurigram,Bangladesh,Kurigram,Nature,Dhaka,450,Bus,40,8,"Guesthouse,Mid-Range Hotel",25,3,"Kurigram Bridge,River Views",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Thakurgaon,Bangladesh,Thakurgaon,Nature,Dhaka,550,Bus,40,9,"Guesthouse,Mid-Range Hotel",25,3,"Tea Estates,Hill Views",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Joypurhat,Bangladesh,Joypurhat,City,Dhaka,400,Bus,35,7,"Budget Hotel,Mid-Range Hotel",30,3,"Joypurhat Temples,Sugarcane Fields",10,2,"Street Food,Restaurant",12,FALSE,0,15,Year-Round,1.2,BDT,0.0091
Naogaon,Bangladesh,Naogaon,City,Dhaka,350,Bus,30,7,"Budget Hotel,Mid-Range Hotel",30,3,"Naogaon Lakes,Paharpur Ruins",15,2,"Street Food,Restaurant",12,FALSE,0,15,November-February,1.3,BDT,0.0091
Lakshmipur,Bangladesh,Lakshmipur,City,Dhaka,150,Bus,25,4,"Guesthouse,Mid-Range Hotel",25,3,"Meghna River,Local Markets",10,2,"Street Food,Restaurant",10,FALSE,0,10,November-February,1.3,BDT,0.0091
Puerto Princesa,Philippines,Puerto Princesa,Beach,Dhaka,4300,Flight,450,9,"Budget Hotel,Resort",70,7,"Underground River,Honda Bay",30,3,"Street Food,Restaurant",25,TRUE,70,40,November-March,1.4,PHP,0.02
Sigiriya,Sri Lanka,Sigiriya,Historical,Dhaka,2300,Flight,300,6,"Budget Hotel,Luxury Hotel",50,5,"Sigiriya Rock,Lion’s Paw",20,3,"Street Food,Restaurant",15,TRUE,30,25,December-March,1.3,LKR,0.005
Sarajevo,Bosnia and Herzegovina,Sarajevo,City/Historical,Dhaka,6700,Flight,650,10,"Budget Hotel,Luxury Hotel",80,5,"Baščaršija,War Museum",25,2,"Street Food,Restaurant",25,TRUE,60,40,April-October,1.4,BAM,0.58
Plitvice Lakes,Croatia,Plitvice,Nature,Dhaka,6900,Flight,700,10,"Budget Hotel,Luxury Hotel",90,5,"Waterfalls,Lakes",30,3,"Café,Fine Dining",30,TRUE,60,50,April-October,1.4,HRK,0.16
Kochi (Japan),Japan,Kochi,City/Historical,Dhaka,5800,Flight,650,11,"Budget Hotel,Mid-Range Hotel",70,5,"Kochi Castle,Sunday Market",25,2,"Street Food,Restaurant",25,TRUE,60,40,March-May,1.4,JPY,0.0077
Petra National Park,Jordan,Wadi Musa,Historical,Dhaka,4500,Flight,700,8,"Budget Hotel,Luxury Hotel",90,3,"Petra Treasury,Monastery",50,4,"Street Food,Restaurant",30,TRUE,70,50,November-March,1.5,JOD,0.71
Essaouira,Morocco,Essaouira,Beach,Dhaka,7200,Flight,700,10,"Budget Hotel,Resort",70,3,"Medina,Beach Ramparts",25,3,"Street Food,Restaurant",25,TRUE,80,40,March-May,1.5,MAD,0.11
Koh Rong,Cambodia,Koh Rong,Beach,Dhaka,3600,Flight,400,8,"Budget Hotel,Resort",60,3,"White Beach,Long Beach",20,2,"Street Food,Restaurant",20,TRUE,50,30,November-March,1.3,KHR,0.00025
Goreme,Turkey,Goreme,Nature,Dhaka,5000,Flight,650,9,"Budget Hotel,Luxury Hotel",90,3,"Fairy Chimneys,Balloon Rides",40,4,"Street Food,Fine Dining",30,TRUE,70,50,March-May,1.5,TRY,0.12
Batanes,Philippines,Basco,Nature,Dhaka,4500,Flight,500,10,"Guesthouse,Resort",60,3,"Sabtang Island,Marlboro Hills",25,3,"Street Food,Restaurant",20,TRUE,70,30,November-March,1.4,PHP,0.02
Chandpur,Bangladesh,Chandpur,City,Dhaka,250,Bus,30,5,"Guesthouse,Mid-Range Hotel",25,3,"Padma River,Fish Markets",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Gaibandha,Bangladesh,Gaibandha,Nature,Dhaka,400,Bus,35,7,"Guesthouse,Mid-Range Hotel",25,3,"Jamuna River,Rice Fields",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Patuakhali,Bangladesh,Patuakhali,Beach,Dhaka,350,Bus,30,6,"Guesthouse,Mid-Range Hotel",25,3,"Bay of Bengal,Local Life",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Sherpur,Bangladesh,Sherpur,Nature,Dhaka,300,Bus,30,6,"Guesthouse,Mid-Range Hotel",25,3,"Forests,Hill Views",10,2,"Street Food,Restaurant",10,FALSE,0,15,November-February,1.3,BDT,0.0091
Netrokona,Bangladesh,Netrokona,City,Dhaka,200,Bus,25,5,"Guesthouse,Mid-Range Hotel",25,3,"Netrokona Haor,Tribal Villages",10,2,"Street Food,Restaurant",10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mongla,Bangladesh,Mongla,Nature,Dhaka,270,Bus,30,6,Guesthouse,25,3,Karamjal Wildlife,10,2,Street Food,,FALSE,0,15,December-March,1.3,BDT,0.0091
Faridpur,Bangladesh,Faridpur,Nature,Dhaka,90,Bus,20,5,Guesthouse,25,3,Pagla Mosqu,10,2,Street Food,,FALSE,0,15,December-March,1.3,BDT,0.0091
Gazipur,Bangladesh,Gazipur,City,Dhaka,40,Bus,25,6,Guesthouse,25,3,Fantasy Kingdom,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Gopalganj,Bangladesh,Gopalganj,Nature,Dhaka,120,Bus,20,5,Guesthouse,25,3,ar Memorial,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Jamalpur,Bangladesh,Jamalpur,Nature,Dhaka,180,Bus,25,6,Guesthouse,25,3,District Stadium,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Kishoreganj,Bangladesh,Kishoreganj,City,Dhaka,100,Bus,25,5,Budget Hotel,25,3,Kishoreganj Mosqu,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Madaripur,Bangladesh,Madaripur,Nature,Dhaka,130,Bus,20,7,Guesthouse,25,3,Madaripur Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Manikganj,Bangladesh,Manikganj,Nature,Dhaka,40,Bus,25,6,Guesthouse,25,3,Shibpur Eco Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Munshiganj,Bangladesh,Munshiganj,Nature,Dhaka,25,Bus,25,4,Guesthouse,25,3,Chandana Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Mymensingh,Bangladesh,Mymensingh,City,Dhaka,120,Bus,20,6,Budget Hotel,25,3,Baghmara Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Naranganj,Bangladesh,Naranganj,Nature,Dhaka,20,Bus,15,7,GuestHouse,25,3,Shitlakshya River,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Narshindi,Bangladesh,Narshindi,Nature,Dhaka,50,Bus,20,8,Guesthouse,25,3,Bhairab Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Rajbari,Bangladesh,Rajbari,Historical,Dhaka,100,Bus,25,5,Budget Hotel,25,3,Rajbari Sadar,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Shariatpur,Bangladesh,Shariatpur,Nature,Dhaka,100,Bus,20,4,Guesthouse,25,3,Mathbaria Bazar,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Natore,Bangladesh,Natore,City,Dhaka,200,Bus,20,6,Guesthouse,25,3,Naldanga Lake,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bogra,Bangladesh,Bogra,Historical,Dhaka,200,Bus,25,8,Guesthouse,25,3,Khandar bagan,10,2,Street Food,1,FALSE,0,15,December-March,1.3,BDT,0.0091
Nawabganj,Bangladesh,Nawabganj,Nature,Dhaka,170,Bus,25,6,Guesthouse,25,3,nawwabganj District,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Pabna,Bangladesh,Pabna,Nature,Dhaka,150,Bus,20,5,Budget Hotel,25,3,Central Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Sirajgonj,Bangladesh,Sirajgonj,Nature,Dhaka,130,Bus,30,4,Guesthouse,25,3,Padma Bridge,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Nilphamari,Bangladesh,Nilphamari,Historical,Dhaka,380,Bus,35,6,Guesthouse,25,3,Sreepur Park,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Rangpur,Bangladesh,Rangpur,City,Dhaka,330,Bus,30,7,Budget Hotel,25,3,Tajhat Palace,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Barguna,Bangladesh,Barguna,Nature,Dhaka,330,Bus,30,7,Guesthouse,25,3,Kuakata Sea Beach,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Bhola,Bangladesh,Bhola,Nature,Dhaka,300,Bus,25,8,Guesthouse,25,3,Shibchar Mosque,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Jhalokati,Bangladesh,Jhalokati,Nature,Dhaka,280,Bus,30,6,Guesthouse,25,3,Satkhira Sanctuary,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Pirojpur,Bangladesh,Pirojpur,Nature,Dhaka,270,Bus,20,5,Guesthouse,25,3,Pirojpur Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Comilla,Bangladesh,Comilla,City,Dhaka,100,Bus,25,5,Budget Hotel,25,3,Lalmai Hills,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Khagrachari,Bangladesh,Khagrachari,Nature,Dhaka,200,Bus,25,6,Budget Hotel,25,3,Khagrachori Baar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Noakhali,Bangladesh,Noakhali,Nature,Dhaka,160,Bus,25,5,Budget Hotel,25,3,Begumganj,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Habiganj,Bangladesh,Habiganj,Nature,Dhaka,160,Bus,20,4,Budget Hotel,25,3,Rajanagar Ppark,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Maulvibazar,Bangladesh,Maulvibazar,City,Dhaka,180,Bus,25,5,Budget Hotel,25,3,Lawwachara National Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Jhenaidah,Bangladesh,Jhenaidah,City,Dhaka,200,Bus,25,8,Guesthouse,25,3,Koyra Bazar,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Kushtia,Bangladesh,Kushtia,City,Dhaka,230,Bus,20,5,Guesthouse,25,3,Kuthi Bari,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Savar,Bangladesh,Savar,City,Dhaka,30,Bus,20,6,Budget Hotel,25,3,National Martyrs Memorial,10,2,Street Food,15,FALSE,0,15,December-March,1.3,BDT,0.0091
Keraniganj,Bangladesh,Keraniganj,City,Dhaka,20,Bus,25,7,Guesthouse,25,3,River Boat Tours,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Dohar,Bangladesh,Dohar,Nature,Dhaka,30,Bus,20,4,Guesthouse,25,3,Gopalganj Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Dhamrai,Bangladesh,Dhamrai,City,Dhaka,40,Bus,20,5,Guesthouse,25,3,Mollah Bazar,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Durgapur,Bangladesh,Durgapur,Nature,Dhaka,120,Bus,25,6,Budget Hotel,25,3,Durgapur Eco Park,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Charghat,Bangladesh,Charghat,Nature,Dhaka,190,Bus,25,7,Guesthouse,25,3,Charghat Mosquw,10,2,Street Food,10,FALSE,0,15,December-March,1.3,BDT,0.0091
Bhaluka,Bangladesh,Bhaluka,Nature,Dhaka,50,Bus,20,4,Guesthouse,25,3,Bhaluka Park,10,2,Street Food,16,FALSE,0,15,December-March,1.3,BDT,0.0091
